Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Population,X,Y,Latitude,Longitude,Elevation (ft),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,City Generator Link
152,Zalbredh,Morb,Morb Territory,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,965,812.85,984.96,1.24,-6.68,52,81°F,Mogadishu (Somalia),,,,walls,plaza,,,{t1:azure;charges:[{charge:raven;t:sable;p:jln;t2:sable;size:0.7}];shield:gondor},https://watabou.github.io/city-generator/?name=Zalbredh&population=965&size=13&seed=9336923410152&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
153,Croi,Vohzit,Vohzit Canton,Cielb,Republic of Cielb,Kobold (Goblin),Kobold (Goblin) Beliefs,4255,1427.7,991.3,1.03,12.77,840,77°F,Miami (USA),,,,,plaza,,,{t1:or;ordinaries:[{ordinary:bend;t:purpure;line:dancetty}];charges:[{charge:heart;t:or;p:e;size:0.7}];shield:moriaOrc},https://watabou.github.io/city-generator/?name=Croi&population=4255&size=22&seed=9336923410153&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
154,Ullran,Ullran,Ullran Clan,Harlythaneth,Kingdom of Harlythaneth,Lothian (Dark Elfish),Nandorism,7069,1602.6,1054,-0.95,18.31,82,81°F,Mogadishu (Somalia),,,,,plaza,,,{t1:azure;charges:[{charge:swallow;t:argent;p:e;t2:argent;size:1.5}];shield:wedged},https://watabou.github.io/city-generator/?name=Ullran&population=7069&size=27&seed=9336923410154&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
155,Ormkalon,Kanfe,Kanfe Territory,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,12601,953.17,477.89,17.28,-2.24,30,75°F,Dakar (Senegal),,,,,plaza,,,{t1:sable;ordinaries:[{ordinary:pale;t:argent;line:straight}];charges:[{charge:crosier;t:argent;p:y;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Ormkalon&population=12601&size=34&seed=9336923410155&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
156,Sirebelteno,Himkanosea,Himkanosea Parish,Silean,Thearchy of Silean,Quenian (Elfish),Sileanese Cult,7569,915.13,804.62,6.94,-3.44,52,81°F,Mogadishu (Somalia),,,citadel,,,,,{t1:or;charges:[{charge:maces;t:gules;p:e;t2:gules;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Sirebelteno&population=7569&size=28&seed=9336923410156&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=true&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
157,Selsenat,Jamlunana,Jamlunana Parish,Silean,Thearchy of Silean,Quenian (Elfish),Sileanese Cult,927,1097.35,944.6,2.51,2.32,2051,73°F,Rio de Janeiro (Brazil),,,,walls,,,,{t1:or;charges:[{charge:escallop;t:azure;p:e;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Selsenat&population=927&size=13&seed=9336923410157&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
158,Rogh,Brug,Brug Parish,Silean,Thearchy of Silean,Uruk (Orkish),Uruk (Orkish) Beliefs,1623,994.09,1147.35,-3.9,-0.95,948,75°F,Dakar (Senegal),,port,,,,temple,,{t1:sable;ordinaries:[{ordinary:fess;t:or;line:straight}];charges:[{charge:bullHeadCaboshed;t:or;p:abc;t2:argent;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Rogh&population=1623&size=16&seed=9336923410158&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=true&plaza=0&temple=1&walls=0&shantytown=0&gates=-1&sea=1.06
159,Zizir,Tumush,Tumush Territory,Silean,Thearchy of Silean,Dunirr (Dwarven),Dunirr (Dwarven) Shamanism,3784,642.03,680.47,10.87,-12.09,1312,73°F,Rio de Janeiro (Brazil),,,,,,,,{t1:or;ordinaries:[{ordinary:pale;t:azure;line:raguly}];charges:[{charge:heart;t:or;p:e;size:0.7}];shield:gondor},https://watabou.github.io/city-generator/?name=Zizir&population=3784&size=21&seed=9336923410159&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
160,Zrigin,Dhodh,Dhodh Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,891,487.3,876.12,4.68,-16.98,328,79°F,Jakarta (Indonesia),,,,,,temple,,{t1:or;charges:[{charge:pear;t:purpure;p:e;t2:purpure;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Zrigin&population=891&size=12&seed=9336923410160&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
161,Korkraz,Dhodh,Dhodh Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,2387,556.43,911.45,3.56,-14.79,328,79°F,Jakarta (Indonesia),,,,,,,,{t1:gules;ordinaries:[{ordinary:bendlet;t:or;line:engrailed}];charges:[{charge:mascle;t:gules;p:joe;size:0.3}];shield:gondor},https://watabou.github.io/city-generator/?name=Korkraz&population=2387&size=18&seed=9336923410161&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
162,Nathyrgond,Jamlunana,Jamlunana Parish,Silean,Thearchy of Silean,Quenian (Elfish),Quenian (Elfish) Shamanism,1481,1181.82,928.81,3.01,4.99,266,79°F,Jakarta (Indonesia),,,citadel,,,temple,,{t1:azure;charges:[{charge:crown2;t:argent;p:jln;t2:argent;t3:argent;size:0.7}];shield:gondor},https://watabou.github.io/city-generator/?name=Nathyrgond&population=1481&size=15&seed=9336923410162&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=1&walls=0&shantytown=0&gates=-1
163,Prean,Wruil,Wruil Territory,Cielb,Republic of Cielb,Kobold (Goblin),Kobold (Goblin) Beliefs,1380,1307.56,1010.13,0.44,8.97,6067,57°F,Washington (D.C.),,,,,,,,{t1:gules;division:{division:perFess;t:argent;line:straight};ordinaries:[{ordinary:pileInBend;t:or;divided:counter}];shield:moriaOrc},https://watabou.github.io/village-generator/?pop=1380&name=&seed=9336923410163&width=1400&height=636&tags=highway%2Cfarmland%2Cno+square%2Cdense
164,Jammar,Indor,Indor Territory,Silean,Thearchy of Silean,Quenian (Elfish),Quenian (Elfish) Shamanism,1002,1038.77,1060.23,-1.15,0.47,13,81°F,Mogadishu (Somalia),,,,walls,,temple,,{t1:sable;division:{division:perFess;t:or;line:invecked};charges:[{charge:ouroboros;t:argent;p:jlh;divided:counter;size:0.7}];shield:gondor},https://watabou.github.io/city-generator/?name=Jammar&population=1002&size=13&seed=9336923410164&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=1&walls=1&shantytown=0&gates=-1
165,Shadeguard,Krudh,Krudh Territory,Dironglia,Dironglian Empire,Dail (Human),Dail (Human)ism,2985,740.54,1347.01,-10.22,-8.97,1312,73°F,Rio de Janeiro (Brazil),,port,,,plaza,,,{t1:or;ordinaries:[{ordinary:pale;t:gules;line:engrailed}];charges:[{charge:stirrup;t:gules;p:y;t2:vert;size:0.5}];shield:roman},https://watabou.github.io/city-generator/?name=Shadeguard&population=2985&size=20&seed=9336923410165&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.01
166,Szithryn,Ullran,Ullran Clan,Harlythaneth,Kingdom of Harlythaneth,Lothian (Dark Elfish),Lothian (Dark Elfish) Pantheon,12728,1704.58,1089.11,-2.06,21.53,82,81°F,Mogadishu (Somalia),,port,,,plaza,,,{t1:or;charges:[{charge:eagleTwoHeads;t:sable;p:jln;t2:azure;t3:vert;size:0.7}];shield:wedged},https://watabou.github.io/city-generator/?name=Szithryn&population=12728&size=34&seed=9336923410166&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.7
167,Gularabarag,Gularabarag,Gularabarag Parish,Silean,Thearchy of Silean,Khazadur (Dwarven),Khazadur (Dwarven) Deities,16269,1143.07,1123.78,-3.16,3.77,5788,61°F,Dubrovnik (Croatia),,,,walls,plaza,,,{t1:azure;charges:[{charge:column;t:or;p:e;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Gularabarag&population=16269&size=37&seed=9336923410167&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
168,Ceqrashus,Khrakos,Khrakos Parish,Pyreaz,Pyreaz Theocracy,Arago (Arachnid),Nandorism,12140,1373.5,1162.2,-4.37,11.06,1736,75°F,Dakar (Senegal),,,,,plaza,temple,,{t1:or;charges:[{charge:inescutcheon;t:purpure;p:e;size:1.5};{charge:flamberge;t:argent;p:e;size:0.75}];shield:moriaOrc},https://watabou.github.io/city-generator/?name=Ceqrashus&population=12140&size=33&seed=9336923410168&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
169,Betnatha,Sharithes,Sharithes Landgrave,Harlythaneth,Kingdom of Harlythaneth,Lothian (Dark Elfish),Nandorism,6814,1443.7,1186.4,-5.14,13.28,948,77°F,Miami (USA),,,,,plaza,,,{t1:purpure;charges:[{charge:skull;t:argent;p:e;size:1.5}];shield:wedged},https://watabou.github.io/city-generator/?name=Betnatha&population=6814&size=27&seed=9336923410169&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
170,Nadusharak,Qavheesh,Qavheesh Region,Kutyurt,Republic of Kutyurt,Khazadur (Dwarven),Khazadur (Dwarven) Deities,1575,1254.25,1374.26,-11.08,7.29,3793,64°F,Barcelona (Spain),,,,,,,,{t1:fretty-argent-gules;charges:[{charge:spear;t:purpure;p:e;t2:sable;size:1.5}];shield:round},https://watabou.github.io/village-generator/?pop=1575&name=&seed=9336923410170&width=1600&height=727&tags=highway%2Cno+square%2Cdense
171,Mosspirere,Wilrockward,Wilrockward Margrave,Dironglia,Dironglian Empire,Dail (Human),Dail (Human)ism,1718,1031.52,1640.1,-19.49,0.24,472,75°F,Dakar (Senegal),,,,walls,,,,{t1:sable;ordinaries:[{ordinary:pileInBend;t:argent}];charges:[{charge:shears;t:sable;p:eo;size:0.5}];shield:roman},https://watabou.github.io/city-generator/?name=Mosspirere&population=1718&size=16&seed=9336923410171&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=1&shantytown=0&gates=-1
172,Hlysedille,Mythtari,Mythtari County,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,1574,941.46,579.03,14.08,-2.61,472,75°F,Dakar (Senegal),,,,,,,,{t1:sable;charges:[{charge:tower;t:argent;p:abc;t2:argent;size:0.5}];shield:gondor},https://watabou.github.io/village-generator/?pop=1574&name=&seed=9336923410172&width=1600&height=727&tags=river%2Chighway%2Cno+square%2Cdense
173,Bilnal,Tumush,Tumush Territory,Silean,Thearchy of Silean,Dunirr (Dwarven),Dunirr (Dwarven) Shamanism,3235,653.41,607.52,13.18,-11.73,948,75°F,Dakar (Senegal),,,,,plaza,,,{t1:azure;division:{division:perChevron;t:chequy-or-sable;line:straight};charges:[{charge:roundel;t:argent;p:dfk;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Bilnal&population=3235&size=20&seed=9336923410173&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
174,Legzild,Bra,Bra Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,1132,670.52,871.53,4.82,-11.18,3360,68°F,Alexandria (Egypt),,,,,plaza,,,{t1:argent;division:{division:perChevron;t:gules;line:straight};charges:[{charge:scale;t:purpure;p:dfbh;t2:sable;divided:counter;size:0.5}];shield:gondor},https://watabou.github.io/village-generator/?pop=1132&name=&seed=9336923410174&width=1400&height=636&tags=highway%2Cdense
175,Ubud,Ghiz,Ghiz Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,2494,570.01,1078.46,-1.72,-14.36,118,81°F,Mogadishu (Somalia),,port,,,,temple,,{t1:azure;ordinaries:[{ordinary:pall;t:argent}];charges:[{charge:billet;t:azure;p:jlh;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Ubud&population=2494&size=18&seed=9336923410175&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=true&plaza=0&temple=1&walls=0&shantytown=0&gates=-1&sea=0.33
176,Abereki,Ceri,Ceri Canton,Kutyurt,Republic of Kutyurt,Rohand (Human),Nandorism,981,1311.8,1387.1,-11.49,9.11,738,77°F,Miami (USA),,,citadel,,,,,{t1:sable;division:{division:perChevron;t:or;line:engrailed};charges:[{charge:stagPassant;t:argent;p:dfk;t2:argent;divided:counter;size:0.5}];shield:round},https://watabou.github.io/city-generator/?name=Abereki&population=981&size=13&seed=9336923410176&river=0&coast=0&farms=1&citadel=1&urban_castle=1&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
177,Kalbraz,Brug,Brug Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,1759,843.64,1031.79,-0.25,-5.71,52,81°F,Mogadishu (Somalia),,port,,,plaza,temple,,{t1:vert;division:{division:perCross;t:or;line:straight};charges:[{charge:scaleImbalanced;t:argent;p:j;t2:argent;size:0.6};{charge:anchor;t:sable;p:l;size:0.6};{charge:wing;t:sable;p:m;size:0.6};{charge:crown;t:argent;p:o;size:0.6}];shield:gondor},https://watabou.github.io/city-generator/?name=Kalbraz&population=1759&size=16&seed=9336923410177&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=1&walls=0&shantytown=0&gates=-1&sea=1.32
178,Oavenhall,Bayfront,Bayfront Barony,Dironglia,Dironglian Empire,Dail (Human),Dail (Human)ism,870,1004.94,1583.98,-17.72,-0.6,554,75°F,Dakar (Senegal),,,,,,,,{t1:sable;ordinaries:[{ordinary:bendletSinister;t:argent;line:straight}];charges:[{charge:garb;t:or;p:a;t2:or;size:0.5}];shield:roman},https://watabou.github.io/village-generator/?pop=870&name=&seed=9336923410178&width=1000&height=455&tags=highway%2Cno+square%2Cdense
179,Inbelmet,Methyr,Methyr Parish,Silean,Thearchy of Silean,Quenian (Elfish),Sileanese Cult,12389,984.3,835.71,5.96,-1.26,210,81°F,Mogadishu (Somalia),,,,walls,plaza,,,{t1:azure;ordinaries:[{ordinary:bordure;t:argent}];charges:[{charge:shield;t:argent;p:jleh;t2:argent;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Inbelmet&population=12389&size=34&seed=9336923410179&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
180,Limynead,Ormnas,Ormnas Parish,Silean,Thearchy of Silean,Quenian (Elfish),Sileanese Cult,6301,1049.07,939.42,2.68,0.79,2572,68°F,Alexandria (Egypt),,,,,plaza,temple,,{t1:semy_of_billet-argent-sable;division:{division:perPale;t:azure;line:straight};shield:gondor},https://watabou.github.io/city-generator/?name=Limynead&population=6301&size=26&seed=9336923410180&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
181,Krodgez,Bra,Bra Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,2277,630.94,958.19,2.08,-12.44,2218,72°F,Guangzhou (China),,,,,plaza,,,{t1:azure;division:{division:perFess;t:argent;line:seaWaves};charges:[{charge:lionHeadErased;t:or;p:kn;t2:or;divided:counter;size:0.7}];shield:gondor},https://watabou.github.io/city-generator/?name=Krodgez&population=2277&size=18&seed=9336923410181&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
182,Nerefair,Krudh,Krudh Territory,Dironglia,Dironglian Empire,Dail (Human),Dail (Human)ism,5684,791.11,1428.84,-12.81,-7.37,948,75°F,Dakar (Senegal),,,,walls,plaza,,,{t1:lozengy-purpure-or;ordinaries:[{ordinary:pall;t:argent}];shield:roman},https://watabou.github.io/city-generator/?name=Nerefair&population=5684&size=25&seed=9336923410182&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
183,Eagport,Wilrockward,Wilrockward Margrave,Dironglia,Dironglian Empire,Dail (Human),Dail (Human)ism,1317,1056.92,1626.56,-19.07,1.04,1063,72°F,Guangzhou (China),,,,,plaza,,,{t1:argent;charges:[{charge:stirrup;t:gules;p:jln;t2:vert;size:0.7}];shield:roman},https://watabou.github.io/village-generator/?pop=1317&name=&seed=9336923410183&width=1400&height=636&tags=river%2Chighway%2Cfarmland%2Cdense
184,Clifront,Qavheesh,Qavheesh Region,Kutyurt,Republic of Kutyurt,Dail (Human),Old Dail (Human) Beliefs,6055,1160.19,1337.46,-9.92,4.31,738,77°F,Miami (USA),,,,,plaza,,,{t1:purpure;division:{division:perBend;t:ermine-argent-sable-small;line:straight};ordinaries:[{ordinary:point;t:or}];charges:[{charge:ladybird;t:or;p:e;t2:or;t3:or;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Clifront&population=6055&size=26&seed=9336923410184&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
185,Serkilkaka,Altakakyurt,Altakakyurt Province,Kutyurt,Republic of Kutyurt,Rohand (Human),Rohand (Human) Beliefs,4898,1540.54,1615.53,-18.72,16.34,472,75°F,Dakar (Senegal),,port,,,plaza,,,{t1:sable;charges:[{charge:dolphin;t:argent;p:kn;t2:argent;size:0.7}];shield:round},https://watabou.github.io/city-generator/?name=Serkilkaka&population=4898&size=24&seed=9336923410185&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.9
186,Bulukkzig,Zindushur,Zindushur County,Hloiriat,Kingdom of Hloiriat,Dunirr (Dwarven),Dunirr (Dwarven) Shamanism,902,676.8,667.7,11.27,-10.99,328,77°F,Miami (USA),,,,,,,,{t1:purpure;ordinaries:[{ordinary:chief;t:argent;line:straight}];charges:[{charge:lamb;t:gules;p:abc;t2:argent;size:0.5}];shield:gondor},https://watabou.github.io/village-generator/?pop=902&name=&seed=9336923410186&width=1000&height=455&tags=dead+end%2Cno+square%2Cdense
187,Atenizsu,New Oriath,New Oriath Colony,Ymnesin,Principality of Ymnesin,Rohand (Human),Rohand (Human) Beliefs,3831,1873.05,1000.95,0.73,26.86,13,81°F,Mogadishu (Somalia),,,,,,,,{t1:vert;charges:[{charge:bridge2;t:or;p:def;size:0.5}];shield:noldor},https://watabou.github.io/city-generator/?name=Atenizsu&population=3831&size=22&seed=9336923410187&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
188,Tulukkzirgu,Tumush,Tumush Territory,Silean,Thearchy of Silean,Dunirr (Dwarven),Dunirr (Dwarven) Shamanism,3212,678.7,560.41,14.67,-10.93,210,77°F,Miami (USA),,,,,plaza,temple,,{t1:or;ordinaries:[{ordinary:cross;t:purpure;line:straight}];charges:[{charge:pillar;t:argent;p:beh;size:0.3}];shield:gondor},https://watabou.github.io/city-generator/?name=Tulukkzirgu&population=3212&size=20&seed=9336923410188&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
189,Eenemar,Yranghei,Yranghei Shire,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,4935,877.73,732.46,9.22,-4.63,161,79°F,Jakarta (Indonesia),,port,,,plaza,,,{t1:vert;charges:[{charge:orb;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Eenemar&population=4935&size=24&seed=9336923410189&river=0&coast=1&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.19
190,Drel-Didhethe,New Jamlunana,New Jamlunana Colony,Silean,Thearchy of Silean,Trow (Dark Elfish),Trow (Dark Elfish) Druids,2403,1226.57,779.29,7.74,6.41,30,79°F,Jakarta (Indonesia),,port,,,plaza,temple,,{t1:argent;charges:[{charge:plaice;t:gules;p:kn;t2:gules;size:0.7}];shield:gondor},https://watabou.github.io/city-generator/?name=Drel-Didhethe&population=2403&size=18&seed=9336923410190&river=0&coast=1&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1&sea=1.62
191,Lithrynzithl,Sharithes,Sharithes Landgrave,Harlythaneth,Kingdom of Harlythaneth,Lothian (Dark Elfish),Nandorism,2851,1529.55,1265.35,-7.64,16,738,77°F,Miami (USA),,,,,,,,{t1:or;charges:[{charge:castle;t:azure;p:e;t2:gules;size:1.5}];shield:wedged},https://watabou.github.io/city-generator/?name=Lithrynzithl&population=2851&size=19&seed=9336923410191&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
192,Atekekibey,Taeli,Taeli State,Alkankoreli,Commonwealth of Alkankoreli,Rohand (Human),Rohand (Human) Beliefs,16801,1723.08,1390.92,-11.61,22.12,30,79°F,Jakarta (Indonesia),,,,,plaza,,,{t1:sable;ordinaries:[{ordinary:bordure;t:argent}];charges:[{charge:lionRampant;t:argent;p:e;t2:argent;t3:argent;size:1.1}];shield:round},https://watabou.github.io/city-generator/?name=Atekekibey&population=16801&size=38&seed=9336923410192&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
193,Sranle,Mythtari,Mythtari County,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,8590,1012.73,484.47,17.07,-0.36,161,75°F,Dakar (Senegal),,port,citadel,,plaza,,,{t1:purpure;charges:[{charge:drakkar;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Sranle&population=8590&size=29&seed=9336923410193&river=0&coast=1&farms=0&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1&sea=1.22
194,Syransenor,Mythtari,Mythtari County,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,12222,991.19,603.57,13.3,-1.04,328,77°F,Miami (USA),,,,walls,plaza,,,{t1:sable;charges:[{charge:bearPassant;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Syransenor&population=12222&size=33&seed=9336923410194&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
195,Ugrudh,Bra,Bra Parish,Silean,Thearchy of Silean,Uruk (Orkish),Lulkar Gods,1629,781.93,928.61,3.02,-7.66,30,81°F,Mogadishu (Somalia),,,,,plaza,temple,,{t1:gules;ordinaries:[{ordinary:fess;t:argent;line:seaWaves}];charges:[{charge:lochaberAxe;t:gules;p:def;t2:gules;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Ugrudh&population=1629&size=16&seed=9336923410195&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=1&walls=0&shantytown=0&gates=-1
196,Askayatar,Yelteli,Yelteli Colony,Harlythaneth,Kingdom of Harlythaneth,Rohand (Human),Rohand (Human) Beliefs,1439,1770.65,1319.86,-9.36,23.62,52,79°F,Jakarta (Indonesia),,,,,,,,{t1:azure;ordinaries:[{ordinary:saltire;t:or;line:potenty}];charges:[{charge:annulet;t:azure;p:jlemo;size:0.4}];shield:wedged},https://watabou.github.io/village-generator/?pop=1439&name=&seed=9336923410196&width=1400&height=636&tags=highway%2Cfarmland%2Cno+orchards%2Cno+square%2Cdense
197,Givziedak,Vohzit,Vohzit Canton,Cielb,Republic of Cielb,Kobold (Goblin),Kobold (Goblin) Beliefs,3918,1324.02,1036.19,-0.39,9.49,2392,70°F,Tegucigalpa (Honduras),,,,walls,plaza,,,{t1:or;charges:[{charge:heart;t:azure;p:e;size:1.5}];shield:moriaOrc},https://watabou.github.io/city-generator/?name=Givziedak&population=3918&size=22&seed=9336923410197&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=true&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
198,Claypost,Kaymiryurt,Kaymiryurt Barony,Asiyurt,Asiyurt Horde,Dail (Human),Dail (Human)ism,4649,1163.56,1546.91,-16.55,4.42,738,73°F,Rio de Janeiro (Brazil),,,,,plaza,,,{t1:or;ordinaries:[{ordinary:orle;t:gules}];charges:[{charge:roundel;t:azure;p:e;size:1.1}];shield:round},https://watabou.github.io/city-generator/?name=Claypost&population=4649&size=23&seed=9336923410198&river=1&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
199,Hloisenorran,Yranghei,Yranghei Shire,Hloiriat,Kingdom of Hloiriat,Quenian (Elfish),Quenian (Elfish) Shamanism,8026,919.52,649.23,11.86,-3.31,328,77°F,Miami (USA),,,,walls,plaza,,,{t1:sable;charges:[{charge:dragonfly;t:argent;p:beh;t2:argent;size:0.5}];shield:gondor},https://watabou.github.io/city-generator/?name=Hloisenorran&population=8026&size=28&seed=9336923410199&river=0&coast=0&farms=1&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=1&shantytown=0&gates=-1
200,Oldreach,Krudh,Krudh Territory,Dironglia,Dironglian Empire,Anor (Human),Anor (Human) Forefathers,4187,924.11,1233.03,-6.61,-3.16,6644,55°F,Milan (Italy),,,,,plaza,,,{t1:gules;charges:[{charge:peacock;t:argent;p:e;t2:argent;t3:argent;size:1.5;sinister:1}];shield:roman},https://watabou.github.io/city-generator/?name=Oldreach&population=4187&size=22&seed=9336923410200&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
201,Gizilaram,Qavheesh,Qavheesh Region,Kutyurt,Republic of Kutyurt,Khazadur (Dwarven),Nandorism,16370,1326.25,1323.53,-9.48,9.56,6067,54°F,Paris (France),,,citadel,,plaza,,,{t1:argent;charges:[{charge:annulet;t:gules;p:e;size:1.5}];shield:round},https://watabou.github.io/city-generator/?name=Gizilaram&population=16370&size=37&seed=9336923410201&river=1&coast=0&farms=1&citadel=1&urban_castle=0&hub=false&plaza=1&temple=0&walls=0&shantytown=0&gates=-1
202,Efrandest,Oriath,Oriath Barony,Ymnesin,Principality of Ymnesin,Eldar (Elfish),Eldar (Elfish) Shamanism,2478,1614.3,857.7,5.26,18.68,30,81°F,Mogadishu (Somalia),,,,,,,,{t1:gules;charges:[{charge:lamb;t:argent;p:jln;t2:argent;size:0.7}];shield:noldor},https://watabou.github.io/city-generator/?name=Efrandest&population=2478&size=18&seed=9336923410202&river=1&coast=0&farms=0&citadel=0&urban_castle=0&hub=false&plaza=0&temple=0&walls=0&shantytown=0&gates=-1
